"source","target"
"Węgrzce Starostwo Powiatowe","Węgrzce"
"Węgrzce","Bibice"
"Bibice","Michałowice Komora"
"Michałowice Komora","Michałowice"
"Michałowice","Michałowice I"
"Michałowice I","Michałowice Ośrodek Zdrowia"
"Michałowice Ośrodek Zdrowia","Michałowice Lecznica"
"Michałowice Lecznica","Michałowice Górna"
"Michałowice Górna","Michałowice Michałówka"
"Michałowice Michałówka","Michałowice Gościniec"
"Michałowice Gościniec","Kozierów Skrzyżowanie"
"Kozierów Skrzyżowanie","Żerkowice Kolonia"
"Żerkowice Kolonia","Żerkowice Skrzyżowanie"
"Żerkowice Skrzyżowanie","Krasieniec Stary"
"Krasieniec Stary","Krasieniec Remiza"
"Krasieniec Remiza","Krasieniec Pod Lipą"
"Krasieniec Pod Lipą","Krasieniec Zakupny"
"Krasieniec Zakupny","Iwanowice - Nowy Kleparz"

"Bronowice Małe","Bronowice Wiadukt"
"Bronowice Wiadukt","Rondo Ofiar Katynia"
"Rondo Ofiar Katynia","Katowicka"
"Katowicka","Pasternik Cmentarz"
"Pasternik Cmentarz","Pasternik"
"Pasternik","Droga do Rząski"
"Droga do Rząski","Leroy Merlin"
"Leroy Merlin","Modlniczka Trzcie"
"Modlniczka Trzcie","Brzezie Działki"
"Brzezie Działki","Brzezie Narodowe"
"Brzezie Narodowe","Brzezie Kulka"
"Brzezie Kulka","Bolechowice Zielona"
"Bolechowice Zielona","Zabierzów Młyn"
"Zabierzów Młyn","Bolechowice Zielona"
"Bolechowice Zielona","Bolechowice Zielona Mała"
"Bolechowice Zielona Mała","Więckowice Lipka"
"Więckowice Lipka","Więckowice"
"Więckowice","Kobylany"
"Kobylany","Kobylany Remiza"
"Kobylany Remiza","Kobylany I"
"Kobylany I","Brzezinka Zarzecze"
"Brzezinka Zarzecze","Brzezinka"
"Brzezinka","Brzezinka Skrzyżowanie"
"Brzezinka Skrzyżowanie","Rudawa Bloki"
"Rudawa Bloki","Rudawa Kościół"
"Rudawa Kościół","Radwanowice I"
"Radwanowice I","Radwanowice Pętla"
"Radwanowice Pętla","Radwanowice II"
"Radwanowice II","Dubie Skrzyżowanie"
"Dubie Skrzyżowanie","Pisary Kasztanowa"
"Pisary Kasztanowa","Pisary"
"Pisary","Pisary Dwór"
"Pisary Dwór","Pisary Kiosk"
"Pisary Kiosk","Pisary Mleczarnia"
"Pisary Mleczarnia","Rudawa Szkoła"
"Rudawa Szkoła","Rudawa PKP"
"Rudawa PKP","Rudawa"
"Rudawa","Rudawa Młyn"
"Rudawa Młyn","Młynka"
"Młynka","Pisary Skrzyżowanie"
"Pisary Skrzyżowanie","Nawojowa Góra I"
"Nawojowa Góra I","Nawojowa Góra II"
"Nawojowa Góra II","Krzeszowice Witaminka"
"Krzeszowice Witaminka","Krzeszowice - Bronowice Małe"

"Nowy Kleparz","Biskupa Prandoty"
"Biskupa Prandoty","Opolska Estakada"
"Opolska Estakada","Aleja 29 Listopada"
"Aleja 29 Listopada","Kuźnicy Kołłątajowskiej"
"Kuźnicy Kołłątajowskiej","Belwederczyków"
"Belwederczyków","Trzecia Góra"
"Trzecia Góra","Węgrzce Starostwo Powiatowe"
"Węgrzce Starostwo Powiatowe","Węgrzce"
"Węgrzce","Bibice Kościuszki"
"Bibice Kościuszki","Bibice Rynek"
"Bibice Rynek","Bibice Na Czekaj"
"Bibice Na Czekaj","Bibice"
"Bibice","Michałowice Komora"
"Michałowice Komora","Michałowice Banasiówka"
"Michałowice Banasiówka","Michałowice Kwiaty Polne"
"Michałowice Kwiaty Polne","Michałowice Brzozowa"
"Michałowice Brzozowa","Michałowice Las Michałowski"
"Michałowice Las Michałowski","Wola Zachariaszowska Kresy"
"Wola Zachariaszowska Kresy","Górna Wieś"
"Górna Wieś","Wola Zachariaszowska Zakońce"
"Wola Zachariaszowska Zakońce","Wola Zachariaszowska"
"Wola Zachariaszowska","Garlica Duchowna Rozjazd"
"Garlica Duchowna Rozjazd","Garliczka Chochół"
"Garliczka Chochół","Owczary Górna"
"Owczary Górna","Owczary Gajowa"
"Owczary Gajowa","Owczary Długa"
"Owczary Długa","Owczary Pętla - Nowy Kleparz"

"Czerwone Maki","Czerwone Maki"
"Czerwone Maki","Bunscha"
"Bunscha","Babińskiego"
"Babińskiego","Skotniki"
"Skotniki","Baczyńskiego"
"Baczyńskiego","Wrony"
"Wrony","Skawina Podlipki"
"Skawina Podlipki","Skawina Rzepnik"
"Skawina Rzepnik","Skawina Cmentarz"
"Skawina Cmentarz","Skawina Popiełuszki"
"Skawina Popiełuszki","Skawina Ajka"
"Skawina Ajka","Skawina - Czerwone Maki"

"Borek Fałęcki","Góra Borkowska"
"Góra Borkowska","Judyma"
"Judyma","Kąpielowa"
"Kąpielowa","Opatkowice Wiadukt"
"Opatkowice Wiadukt","Opatkowice"
"Opatkowice","Ważewskiego"
"Ważewskiego","Libertów"
"Libertów","Gaj Szkoła"
"Gaj Szkoła","Gaj Zadziele"
"Gaj Zadziele","Mogilany Ośrodek Zdrowia"
"Mogilany Ośrodek Zdrowia","Mogilany Wiadukt"
"Mogilany Wiadukt","Mogilany Włosań"
"Mogilany Włosań","Konary Włosań"
"Konary Włosań","Konary Sęk"
"Konary Sęk","Świątniki Buk"
"Świątniki Buk","Świątniki Urząd Miasta i Gminy"
"Świątniki Urząd Miasta i Gminy","Świątniki Centrum"
"Świątniki Centrum","Świątniki Bielowicza Szkoła"
"Świątniki Bielowicza Szkoła","Świątniki Skrzyżowanie"
"Świątniki Skrzyżowanie","Rzeszotary Pod Dębiną"
"Rzeszotary Pod Dębiną","Rzeszotary Szkoła"
"Rzeszotary Szkoła","Rzeszotary Trafo"
"Rzeszotary Trafo","Rzeszotary Tempo"
"Rzeszotary Tempo","Rzeszotary"
"Rzeszotary","Rzeszotary Polanki"
"Rzeszotary Polanki","Rzeszotary Górne"
"Rzeszotary Górne","Ochojno Skrzyżowanie"
"Ochojno Skrzyżowanie","Ochojno Remiza - Borek Fałęcki"

"Krowodrza Górka","Zdrowa"
"Zdrowa","Mackiewicza"
"Mackiewicza","Clepardia"
"Clepardia","Siewna Wiadukt"
"Siewna Wiadukt","Siewna"
"Siewna","Dożynkowa"
"Dożynkowa","Witkowice Nowe"
"Witkowice Nowe","Witkowice"
"Witkowice","Os.Marszowiec"
"Os.Marszowiec","Zielonki Marszowiec Pętla - Krowodrza Górka"

"Dworzec Główny Wschód","Politechnika"
"Politechnika","Nowy Kleparz"
"Nowy Kleparz","Grottgera"
"Grottgera","Plac Inwalidów"
"Plac Inwalidów","AGH"
"AGH","Cracovia Błonia"
"Cracovia Błonia","Instytut Reumatologii"
"Instytut Reumatologii","Przegon"
"Przegon","Słonecznikowa"
"Słonecznikowa","Tondosa"
"Tondosa","Strzelnica"
"Strzelnica","Sielanka"
"Sielanka","Park Decjusza"
"Park Decjusza","Kasztanowa"
"Kasztanowa","Kopalina"
"Kopalina","Zielony Dół"
"Zielony Dół","Chełm"
"Chełm","Raczkiewicza"
"Raczkiewicza","Leśmiana"
"Leśmiana","Olszanica Kapliczka"
"Olszanica Kapliczka","Olszanica"
"Olszanica","Olszanica Ogródki Działkowe"
"Olszanica Ogródki Działkowe","Olszanica Bory"
"Olszanica Bory","Balice Medweckiego"
"Balice Medweckiego","Kraków Airport - Dworzec Główny Wschód"

"Krowodrza Górka","Zdrowa"
"Zdrowa","Pleszowska"
"Pleszowska","Białoprądnicka"
"Białoprądnicka","Piaszczysta"
"Piaszczysta","Glogera"
"Glogera","Glogera Granica Miasta"
"Glogera Granica Miasta","Zielonki Skrzyżowanie"
"Zielonki Skrzyżowanie","Zielonki UG"
"Zielonki UG","Zielonki Galicyjska"
"Zielonki Galicyjska","Zielonki Marszowiec Pętla"
"Zielonki Marszowiec Pętla","Bibice Cmentarz"
"Bibice Cmentarz","Bibice Rynek"
"Bibice Rynek","Bibice Kościuszki"
"Bibice Kościuszki","Węgrzce"
"Węgrzce","Węgrzce Centrum Medyczne"
"Węgrzce Centrum Medyczne","Węgrzce Magiczne Wzgórze"
"Węgrzce Magiczne Wzgórze","Węgrzce Bosutów Sudół"
"Węgrzce Bosutów Sudół","Węgrzce Bosutów"
"Węgrzce Bosutów","Bosutów Dziekanowice"
"Bosutów Dziekanowice","Bosutów Krakowska"
"Bosutów Krakowska","Bosutów Straż"
"Bosutów Straż","Bosutów - Krowodrza Górka"
"Bosutów - Krowodrza Górka","Krowodrza Górka - Bosutów"
"Krowodrza Górka - Bosutów","Bosutów - Krowodrza Górka"

"Dworzec Płaszów","Dworcowa"
"Dworcowa","Kabel"
"Kabel","Bieżanowska"
"Bieżanowska","Prokocim Szpital"
"Prokocim Szpital","Jerzmanowskiego"
"Jerzmanowskiego","Wieliczka CPN"
"Wieliczka CPN","Wieliczka Cmentarz"
"Wieliczka Cmentarz","Zabawa I"
"Zabawa I","Zabawa"
"Zabawa","Mała Wieś"
"Mała Wieś","Sułków"
"Sułków","Ochmanów Oknoplast"
"Ochmanów Oknoplast","Zakrzów"
"Zakrzów","Podłęże Balachówka"
"Podłęże Balachówka","Podłęże Straż"
"Podłęże Straż","Podłęże Centrum"
"Podłęże Centrum","Staniątki Wiadukt"
"Staniątki Wiadukt","Niepołomice Wielicka"
"Niepołomice Wielicka","Niepołomice Boryczów"
"Niepołomice Boryczów","Niepołomice Kościuszki"
"Niepołomice Kościuszki","Niepołomice Rynek"
"Niepołomice Rynek","Niepołomice Dworzec - Dworzec Płaszów"

"Dworzec Główny Zachód","Teatr Bagatela"
"Teatr Bagatela","Uniwersytet Jagielloński"
"Uniwersytet Jagielloński","Cracovia"
"Cracovia","Jubilat"
"Jubilat","Konopnickiej"
"Konopnickiej","Rondo Matecznego"
"Rondo Matecznego","Kamieńskiego"
"Kamieńskiego","Bieżanowska"
"Bieżanowska","Prokocim Szpital"
"Prokocim Szpital","Jerzmanowskiego"
"Jerzmanowskiego","Wieliczka CPN"
"Wieliczka CPN","Wieliczka Park"
"Wieliczka Park","Wieliczka Kopalnia Soli"
"Wieliczka Kopalnia Soli","Wieliczka Rynek"
"Wieliczka Rynek","Wieliczka Os.Asnyka"
"Wieliczka Os.Asnyka","Wieliczka Kampus - Dworzec Główny Zachód"

"Dworzec Główny Zachód","Politechnika"
"Politechnika","Cmentarz Rakowicki Zachód"
"Cmentarz Rakowicki Zachód","Biskupa Prandoty"
"Biskupa Prandoty","Uniwersytet Rolniczy"
"Uniwersytet Rolniczy","Opolska Estakada"
"Opolska Estakada","Aleja 29 Listopada"
"Aleja 29 Listopada","Majora"
"Majora","Sudolska"
"Sudolska","Powstańców"
"Powstańców","Powstańców Garaże"
"Powstańców Garaże","Prądnik Czerwony"
"Prądnik Czerwony","Prądnik Czerwony"

"Cracovia Stadion","Cracovia"
"Cracovia","Jubilat"
"Jubilat","Komorowskiego"
"Komorowskiego","Salwator"
"Salwator","Malczewskiego"
"Malczewskiego","Księcia Józefa"
"Księcia Józefa","Benedyktowicza"
"Benedyktowicza","Glinnik"
"Glinnik","Przegorzały"
"Przegorzały","Przegorzały UJ - Cracovia Stadion"

"Aleja Przyjaźni","Aleja Róż"
"Aleja Róż","Żeromskiego"
"Żeromskiego","Teatr Ludowy"
"Teatr Ludowy","Kocmyrzowska"
"Kocmyrzowska","Wańkowicza"
"Wańkowicza","Makuszyńskiego"
"Makuszyńskiego","Nad Dłubnią"
"Nad Dłubnią","Zajezdnia Bieńczyce"
"Zajezdnia Bieńczyce","Petöfiego"
"Petöfiego","Jagiełły"
"Jagiełły","Jana Kazimierza"
"Jana Kazimierza","Leszka Białego"
"Leszka Białego","Os.Na Stoku Szkoła"
"Os.Na Stoku Szkoła","Darwina"
"Darwina","Wzgórza Krzesławickie"
"Wzgórza Krzesławickie","Szpital Okulistyczny"
"Szpital Okulistyczny","Kantorowice"
"Kantorowice","Zakole"
"Zakole","Kantorowice"
"Kantorowice","Zesławice Ogródki Działkowe"
"Zesławice Ogródki Działkowe","Zesławice - Aleja Przyjaźni"

"Os.Podwawelskie","Centrum Kongresowe"
"Centrum Kongresowe","Centrum Kongresowe"
"Centrum Kongresowe","Konopnickiej"
"Konopnickiej","Jubilat"
"Jubilat","Cracovia"
"Cracovia","Uniwersytet Jagielloński"
"Uniwersytet Jagielloński","Teatr Bagatela"
"Teatr Bagatela","Basztowa LOT"
"Basztowa LOT","Dworzec Główny"
"Dworzec Główny","Lubicz"
"Lubicz","Rondo Mogilskie"
"Rondo Mogilskie","Cmentarz Rakowicki"
"Cmentarz Rakowicki","Narzymskiego"
"Narzymskiego","Pilotów"
"Pilotów","Rondo Młyńskie"
"Rondo Młyńskie","Pszona"
"Pszona","Meissnera"
"Meissnera","Wieczysta"
"Wieczysta","Ugorek - Os.Podwawelskie"

"Dworzec Główny Zachód","Politechnika"
"Politechnika","Cmentarz Rakowicki Zachód"
"Cmentarz Rakowicki Zachód","Biskupa Prandoty"
"Biskupa Prandoty","Uniwersytet Rolniczy"
"Uniwersytet Rolniczy","Brogi"
"Brogi","Bosaków"
"Bosaków","Miechowity"
"Miechowity","Rondo Młyńskie"
"Rondo Młyńskie","Miechowity"
"Miechowity","Rondo Barei"
"Rondo Barei","Park Wodny"
"Park Wodny","Os.Oświecenia"
"Os.Oświecenia","Okulickiego"
"Okulickiego","Wiślicka"
"Wiślicka","Os.Dywizjonu 303"
"Os.Dywizjonu 303","Skarżyńskiego - Dworzec Główny Zachód"

"Czyżyny Dworzec","Marii Dąbrowskiej"
"Marii Dąbrowskiej","Os.Kościuszkowskie"
"Os.Kościuszkowskie","Os.Na Lotnisku"
"Os.Na Lotnisku","Os.Strusia"
"Os.Strusia","Wiślicka"
"Wiślicka","Okulickiego"
"Okulickiego","Os.Oświecenia"
"Os.Oświecenia","Park Wodny"
"Park Wodny","Rondo Barei"
"Rondo Barei","Rondo Barei"
"Rondo Barei","Olszecka"
"Olszecka","Aleja 29 Listopada"
"Aleja 29 Listopada","Opolska Estakada"
"Opolska Estakada","Uniwersytet Rolniczy"
"Uniwersytet Rolniczy","Biskupa Prandoty"
"Biskupa Prandoty","Cmentarz Rakowicki Zachód"
"Cmentarz Rakowicki Zachód","Nowy Kleparz"
"Nowy Kleparz","Grottgera"
"Grottgera","Plac Inwalidów"
"Plac Inwalidów","Czarnowiejska"
"Czarnowiejska","Kawiory"
"Kawiory","Miasteczko Studenckie AGH"
"Miasteczko Studenckie AGH","Przybyszewskiego"
"Przybyszewskiego","Armii Krajowej"
"Armii Krajowej","Zarzecze"
"Zarzecze","Bronowice Wiadukt"
"Bronowice Wiadukt","Balicka Wiadukt"
"Balicka Wiadukt","Bronowice Małe"
"Bronowice Małe","Giełda Balicka P+R"
"Giełda Balicka P+R","Lindego"
"Lindego","UR Balicka"
"UR Balicka","Młynówka SKA"
"Młynówka SKA","Godlewskiego"
"Godlewskiego","Zakliki"
"Zakliki","Mydlniki - Czyżyny Dworzec"

"Borek Fałęcki","Góra Borkowska"
"Góra Borkowska","Zawiła Cmentarz"
"Zawiła Cmentarz","Las Borkowski"
"Las Borkowski","Borkowska"
"Borkowska","Kliny Zacisze"
"Kliny Zacisze","Pod Fortem"
"Pod Fortem","Kliny Zacisze"
"Kliny Zacisze","Forteczna"
"Forteczna","Zawiszy"

"Dworzec Główny Wschód","Uniwersytet Ekonomiczny"
"Uniwersytet Ekonomiczny","Rondo Mogilskie"
"Rondo Mogilskie","Narzymskiego"
"Narzymskiego","Pilotów"
"Pilotów","Rondo Młyńskie"
"Rondo Młyńskie","Miechowity"
"Miechowity","Rondo Barei"
"Rondo Barei","Park Wodny"
"Park Wodny","Os.Oświecenia"
"Os.Oświecenia","Marchołta"
"Marchołta","Bohomolca"
"Bohomolca","Mistrzejowice"
"Mistrzejowice","Mistrzejowice - Dworzec Główny Wschód"

"Kombinat","Struga"
"Struga","Aleja Róż"
"Aleja Róż","Żeromskiego"
"Żeromskiego","Teatr Ludowy"
"Teatr Ludowy","Arka"
"Arka","Rondo Hipokratesa"
"Rondo Hipokratesa","Os.Na Lotnisku"
"Os.Na Lotnisku","Wiślicka"
"Wiślicka","Bora-Komorowskiego"
"Bora-Komorowskiego","Miechowity"
"Miechowity","Narzymskiego"
"Narzymskiego","Rondo Mogilskie"
"Rondo Mogilskie","Uniwersytet Ekonomiczny"
"Uniwersytet Ekonomiczny","Politechnika"
"Politechnika","Nowy Kleparz"
"Nowy Kleparz","Plac Inwalidów"
"Plac Inwalidów","Czarnowiejska"
"Czarnowiejska","Miasteczko Studenckie AGH"
"Miasteczko Studenckie AGH","Przybyszewskiego"
"Przybyszewskiego","Zarzecze"
"Zarzecze","Bronowice Wiadukt"
"Bronowice Wiadukt","Rondo Ofiar Katynia"
"Rondo Ofiar Katynia","Chełmońskiego Osiedle - Kombinat"
"Chełmońskiego Osiedle - Kombinat","Aleja Przyjaźni - Chełmońskiego Osiedle"
"Aleja Przyjaźni - Chełmońskiego Osiedle","Chełmońskiego Osiedle - Aleja Przyjaźni"

"Plac Centralny im. R.Reagana","Os.Zgody"
"Os.Zgody","DH Wanda"
"DH Wanda","Os.Strusia"
"Os.Strusia","Wiślicka"
"Wiślicka","Bora-Komorowskiego"
"Bora-Komorowskiego","Rondo Młyńskie"
"Rondo Młyńskie","Narzymskiego"
"Narzymskiego","Rondo Mogilskie"
"Rondo Mogilskie","Dworzec Główny"
"Dworzec Główny","Teatr Bagatela"
"Teatr Bagatela","Uniwersytet Jagielloński"
"Uniwersytet Jagielloński","Cracovia"
"Cracovia","Cracovia Stadion - Plac Centralny im. R.Reagana"

"Nowy Bieżanów Południe","Aleksandry"
"Aleksandry","Wielicka"
"Wielicka","Jerzmanowskiego"
"Jerzmanowskiego","Prokocim Szpital"
"Prokocim Szpital","Wlotowa"
"Wlotowa","Bieżanowska"
"Bieżanowska","Rondo Matecznego"
"Rondo Matecznego","Centrum Kongresowe"
"Centrum Kongresowe","Jubilat"
"Jubilat","Cracovia"
"Cracovia","AGH"
"AGH","Plac Inwalidów"
"Plac Inwalidów","Nowy Kleparz"
"Nowy Kleparz","Biskupa Prandoty"
"Biskupa Prandoty","Uniwersytet Rolniczy"
"Uniwersytet Rolniczy","Opolska Estakada"
"Opolska Estakada","Imbramowska"
"Imbramowska","Clepardia"
"Clepardia","Siewna Wiadukt"
"Siewna Wiadukt","Bociana"
"Bociana","Górka Narodowa - Nowy Bieżanów Południe"

"Centrum JP II","Millana"
"Millana","Fredry"
"Fredry","Sucha"
"Sucha","Łagiewniki"
"Łagiewniki","Korona"
"Korona","Plac Wolnica"
"Plac Wolnica","Filharmonia"
"Filharmonia","Uniwersytet Jagielloński"
"Uniwersytet Jagielloński","Cracovia"
"Cracovia","Cracovia Stadion - Centrum JP II"

"Kombinat","Struga"
"Struga","Aleja Róż"
"Aleja Róż","Os.Zgody"
"Os.Zgody","Rondo Kocmyrzowskie im. Ks. Gorzelanego"
"Rondo Kocmyrzowskie im. Ks. Gorzelanego","DH Wanda"
"DH Wanda","Os.Na Lotnisku"
"Os.Na Lotnisku","Wiślicka"
"Wiślicka","Imbramowska"
"Imbramowska","Mackiewicza"
"Mackiewicza","Pleszowska"
"Pleszowska","Opolska Kładka"
"Opolska Kładka","Opolska"
"Opolska","Conrada"
"Conrada","Rondo Ofiar Katynia"
"Rondo Ofiar Katynia","Bronowice Wiadukt"
"Bronowice Wiadukt","Bronowice Małe"
"Bronowice Małe","Bronowice Małe - Kombinat"

"Mydlniki","Godlewskiego"
"Godlewskiego","Młynówka SKA"
"Młynówka SKA","UR Balicka"
"UR Balicka","Lindego"
"Lindego","Giełda Balicka P+R"
"Giełda Balicka P+R","Bronowice Małe"
"Bronowice Małe","Balicka Wiadukt"
"Balicka Wiadukt","Zarzecze"
"Zarzecze","Armii Krajowej"
"Armii Krajowej","Przybyszewskiego"
"Przybyszewskiego","Miasteczko Studenckie AGH"
"Miasteczko Studenckie AGH","Chopina"
"Chopina","Czarnowiejska"
"Czarnowiejska","AGH"
"AGH","Cracovia"
"Cracovia","Uniwersytet Jagielloński"
"Uniwersytet Jagielloński","Teatr Bagatela"
"Teatr Bagatela","Basztowa LOT"
"Basztowa LOT","Dworzec Główny"
"Dworzec Główny","Lubicz"
"Lubicz","Rondo Mogilskie"
"Rondo Mogilskie","Narzymskiego"
"Narzymskiego","Pilotów"
"Pilotów","Rondo Młyńskie"
"Rondo Młyńskie","Miechowity"
"Miechowity","Rondo Barei"
"Rondo Barei","Park Wodny"
"Park Wodny","Os.Oświecenia"
"Os.Oświecenia","Marchołta"
"Marchołta","Bohomolca"
"Bohomolca","Mistrzejowice"
"Mistrzejowice","Miśnieńska"
"Miśnieńska","Os.Złotego Wieku"
"Os.Złotego Wieku","Rondo Piastowskie"
"Rondo Piastowskie","Dunikowskiego"
"Dunikowskiego","Rondo Hipokratesa"
"Rondo Hipokratesa","Os.Jagiellońskie"
"Os.Jagiellońskie","Arka"
"Arka","Teatr Ludowy"
"Teatr Ludowy","Żeromskiego"
"Żeromskiego","Aleja Róż"
"Aleja Róż","Aleja Przyjaźni - Mydlniki"

"Zajezdnia Płaszów","Płk. Dąbka"
"Płk. Dąbka","Surzyckiego"
"Surzyckiego","Mały Płaszów"
"Mały Płaszów","Szczecińska"
"Szczecińska","Saska"
"Saska","Lipska"
"Lipska","Gromadzka"
"Gromadzka","Kuklińskiego"
"Kuklińskiego","Klimeckiego"
"Klimeckiego","Most Kotlarski"
"Most Kotlarski","Rondo Grzegórzeckie"
"Rondo Grzegórzeckie","Rondo Mogilskie"
"Rondo Mogilskie","Lubicz"
"Lubicz","Dworzec Główny"
"Dworzec Główny","Basztowa LOT"
"Basztowa LOT","Teatr Bagatela"
"Teatr Bagatela","Uniwersytet Jagielloński"
"Uniwersytet Jagielloński","Cracovia"
"Cracovia","Jubilat"
"Jubilat","Komorowskiego"
"Komorowskiego","Salwator"
"Salwator","Malczewskiego"
"Malczewskiego","Księcia Józefa"
"Księcia Józefa","Benedyktowicza"
"Benedyktowicza","Glinnik"
"Glinnik","Przegorzały"
"Przegorzały","Zaskale"
"Zaskale","Na Krępaku"
"Na Krępaku","Bielańskie Skały"
"Bielańskie Skały","Wodociągi"
"Wodociągi","Bielany Klasztor"
"Bielany Klasztor","Bielany Szkoła"
"Bielany Szkoła","Bielany - Zajezdnia Płaszów"

"Czyżyny Dworzec","Marii Dąbrowskiej"
"Marii Dąbrowskiej","Os.Kościuszkowskie"
"Os.Kościuszkowskie","Os.Na Lotnisku"
"Os.Na Lotnisku","Os.Strusia"
"Os.Strusia","Wiślicka"
"Wiślicka","Bora-Komorowskiego"
"Bora-Komorowskiego","Miechowity"
"Miechowity","Bosaków"
"Bosaków","Brogi"
"Brogi","Wileńska"
"Wileńska","Uniwersytet Rolniczy"
"Uniwersytet Rolniczy","Biskupa Prandoty"
"Biskupa Prandoty","Cmentarz Rakowicki Zachód"
"Cmentarz Rakowicki Zachód","Politechnika"
"Politechnika","Dworzec Główny Zachód"
"Dworzec Główny Zachód","Dworzec Główny"
"Dworzec Główny","Basztowa LOT"
"Basztowa LOT","Nowy Kleparz"
"Nowy Kleparz","Grottgera"
"Grottgera","Plac Inwalidów"
"Plac Inwalidów","AGH"
"AGH","Cracovia"
"Cracovia","Jubilat"
"Jubilat","Konopnickiej"
"Konopnickiej","Centrum Kongresowe"
"Centrum Kongresowe","Ludwinów"
"Ludwinów","Rondo Matecznego"
"Rondo Matecznego","Rzemieślnicza"
"Rzemieślnicza","Łagiewniki"
"Łagiewniki","Borsucza"
"Borsucza","Lipińskiego"
"Lipińskiego","Grota-Roweckiego"
"Grota-Roweckiego","Rostworowskiego"
"Rostworowskiego","Zachodnia"
"Zachodnia","Torfowa"
"Torfowa","Lubostroń"
"Lubostroń","Skośna"
"Skośna","Komuny Paryskiej"
"Komuny Paryskiej","Zawiła"
"Zawiła","Borkowska"
"Borkowska","Kliny Zacisze"
"Kliny Zacisze","Pod Fortem - Czyżyny Dworzec"

"Prądnik Czerwony","Powstańców Garaże"
"Powstańców Garaże","Powstańców"
"Powstańców","Majora"
"Majora","Aleja 29 Listopada"
"Aleja 29 Listopada","Opolska Estakada"
"Opolska Estakada","Uniwersytet Rolniczy"
"Uniwersytet Rolniczy","Biskupa Prandoty"
"Biskupa Prandoty","Cmentarz Rakowicki Zachód"
"Cmentarz Rakowicki Zachód","Politechnika"
"Politechnika","Dworzec Główny Zachód"
"Dworzec Główny Zachód","Dworzec Główny"
"Dworzec Główny","Poczta Główna"
"Poczta Główna","Starowiślna"
"Starowiślna","Stradom"
"Stradom","Centrum Kongresowe"
"Centrum Kongresowe","Ludwinów"
"Ludwinów","Rondo Matecznego"
"Rondo Matecznego","Puszkarska"
"Puszkarska","Zajezdnia Wola Duchacka"
"Zajezdnia Wola Duchacka","Wola Duchacka"
"Wola Duchacka","Karpińskiego"
"Karpińskiego","Nowosądecka"
"Nowosądecka","Witosa"
"Witosa","Kurdwanów"
"Kurdwanów","Bujaka"
"Bujaka","Halszki"
"Halszki","Myślenicka"
"Myślenicka","Jugowicka"
"Jugowicka","Góra Borkowska"
"Góra Borkowska","Borek Fałęcki - Prądnik Czerwony"

"Mistrzejowice","Miśnieńska"
"Miśnieńska","Łęczycka"
"Łęczycka","Wiślicka"
"Wiślicka","Okulickiego"
"Okulickiego","Os.Oświecenia"
"Os.Oświecenia","Park Wodny"
"Park Wodny","Rondo Barei"
"Rondo Barei","Rondo Barei"
"Rondo Barei","Miechowity"
"Miechowity","Rondo Młyńskie"
"Rondo Młyńskie","Pilotów"
"Pilotów","Narzymskiego"
"Narzymskiego","Brodowicza"
"Brodowicza","Rondo Mogilskie"
"Rondo Mogilskie","Lubicz"
"Lubicz","Dworzec Główny"
"Dworzec Główny","Basztowa LOT"
"Basztowa LOT","Teatr Bagatela"
"Teatr Bagatela","Uniwersytet Jagielloński"
"Uniwersytet Jagielloński","Cracovia"
"Cracovia","Czarnowiejska"
"Czarnowiejska","Kawiory"
"Kawiory","Miasteczko Studenckie AGH"
"Miasteczko Studenckie AGH","Cichy Kącik - Mistrzejowice"

"Dworzec Towarowy","Nowy Kleparz"
"Nowy Kleparz","Prądnicka"
"Prądnicka","Bratysławska"
"Bratysławska","Krowodrza Urzędy Skarbowe"
"Krowodrza Urzędy Skarbowe","Krowodrza Górka"
"Krowodrza Górka","Zdrowa"
"Zdrowa","Mackiewicza"
"Mackiewicza","Clepardia"
"Clepardia","Siewna Wiadukt"
"Siewna Wiadukt","Siewna"
"Siewna","Natansona"
"Natansona","Słomczyńskiego"
"Słomczyńskiego","Kuźnicy Kołłątajowskiej"
"Kuźnicy Kołłątajowskiej","Banacha"
"Banacha","Górka Narodowa Wschód - Dworzec Towarowy"

"Aleja Przyjaźni","Plac Centralny im. R.Reagana"
"Plac Centralny im. R.Reagana","Os.Na Skarpie"
"Os.Na Skarpie","Klasztorna"
"Klasztorna","Os.Willowe"
"Os.Willowe","Struga"
"Struga","Kombinat"
"Kombinat","Zajezdnia Nowa Huta"
"Zajezdnia Nowa Huta","Elektromontaż"
"Elektromontaż","Darwina"
"Darwina","Wzgórza Krzesławickie"
"Wzgórza Krzesławickie","Architektów"
"Architektów","Leszka Białego"
"Leszka Białego","Jana Kazimierza"
"Jana Kazimierza","Jagiełły"
"Jagiełły","Petöfiego"
"Petöfiego","Zajezdnia Bieńczyce"
"Zajezdnia Bieńczyce","Nad Dłubnią"
"Nad Dłubnią","Kocmyrzowska"
"Kocmyrzowska","Teatr Ludowy"
"Teatr Ludowy","Rondo Kocmyrzowskie im. Ks. Gorzelanego - Aleja Przyjaźni"

"Powstańców Wielkopolskich","Powstańców Wielkopolskich"
"Powstańców Wielkopolskich","Dworcowa"
"Dworcowa","Kabel"
"Kabel","Bieżanowska"
